,customer_id,month,months_since_joined,referred_friends,transaction_count,transaction_value,clv,total_reward_points,earned_reward_points,cluster,churned
129,1090,2017-02-01,62,2,11.0,141.60025860478638,4657.001542798008,7563.0710274165385,77.0,C,False
130,1102,2017-02-01,62,2,43.0,509.02886260715576,16741.12901945018,42413.86086468626,1075.0,C,False
131,1110,2017-02-01,62,0,31.0,444.4958038325218,14618.741975555433,24321.97469642673,682.0,A,False
132,1114,2017-02-01,62,1,64.0,564.7803222555474,18574.70359165809,41521.96510146778,1792.0,B,False
133,1117,2017-02-01,62,0,39.0,414.46172612599014,13630.970148060296,17038.830469012806,780.0,B,False
134,1126,2017-02-01,62,0,69.0,131.5521235762173,4326.534771117217,11755.017820560948,414.0,C,False
135,1157,2017-02-01,62,1,63.0,63.0,2071.9672413533103,4116.295726733725,189.0,C,False
136,1169,2017-02-01,62,3,16.0,140.3920564334455,4617.26574406864,3487.687588327488,112.0,A,False
137,1173,2017-02-01,62,2,41.0,575.6475278724757,18932.10825901248,28783.953524385448,1148.0,B,False
138,1181,2017-02-01,62,2,26.0,129.9175820385245,4272.777366026253,5613.99155731364,156.0,C,False
139,1189,2017-02-01,62,1,47.0,154.00758379397448,5065.058230810952,10451.59411962567,329.0,A,False
140,1192,2017-02-01,62,1,36.0,270.99936517581693,8912.727096378343,11482.757458610216,468.0,A,False
141,1212,2017-02-01,62,2,52.0,589.8911296791356,19400.55708984232,44634.02816876424,1508.0,A,False
142,1228,2017-02-01,62,2,37.0,464.76172633316946,15285.2551110657,20963.99893014114,851.0,B,False
143,1234,2017-02-01,62,3,64.0,963.8475704756779,31699.37447116794,62247.998913791365,3072.0,C,False
144,1250,2017-02-01,62,0,70.0,551.2248129963118,18128.88500237242,41259.991124468375,1890.0,B,False
145,1253,2017-02-01,62,1,62.0,337.65165502534376,11104.812193670494,25229.177409714477,992.0,B,False
146,1260,2017-02-01,62,0,78.0,902.2965977853759,29675.063374537174,75631.99876622943,3510.0,C,False
147,1261,2017-02-01,62,0,48.0,654.3811521200666,21521.5287389177,26083.99953633147,1536.0,C,False
148,1264,2017-02-01,62,0,60.0,193.4198313723643,6361.262768755874,23848.916510430594,540.0,B,False
149,1271,2017-02-01,62,1,60.0,500.8983340325287,16473.72919625154,39847.99914451136,1500.0,C,False
150,1277,2017-02-01,62,2,68.0,883.4090604934064,29053.883080270516,58570.989471740926,2992.0,B,False
151,1296,2017-02-01,62,2,68.0,563.9220074378712,18546.475017293124,31836.981786807075,1904.0,C,False
152,1301,2017-02-01,62,0,79.0,155.22637945053455,5105.142431990257,15606.994841671609,553.0,B,False
153,1305,2017-02-01,62,2,21.0,85.60322898517597,2815.350574783345,3420.9997254119207,84.0,B,False
154,1308,2017-02-01,62,4,72.0,72.0,2367.96256154664,7571.999628193533,216.0,B,False
155,1318,2017-02-01,62,0,61.0,476.6142352741525,15675.064797630208,38168.99931047835,1403.0,A,False
156,1319,2017-02-01,62,2,74.0,206.8543123975486,6803.100936831502,30057.99902024439,740.0,B,False
157,1336,2017-02-01,62,0,63.0,612.387990261131,20140.442139988147,40975.99928540149,1890.0,C,False
158,1342,2017-02-01,62,0,51.0,281.1225222267236,9245.661220006174,12342.999259909218,714.0,A,False
159,1344,2017-02-01,62,1,68.0,753.7121230150901,24788.362353938457,41840.62072664592,2516.0,B,False
160,1351,2017-02-01,62,0,60.0,642.1678270302657,21119.85239774205,49748.99802148686,1920.0,B,False
161,1352,2017-02-01,62,1,65.0,65.0,2137.74397917405,14313.112403502022,195.0,C,True
162,1353,2017-02-01,62,0,57.0,752.560503785632,24750.48747587576,41521.99910810117,2109.0,B,False
163,1355,2017-02-01,62,0,63.0,521.9897225574359,17167.390562890636,42772.642540945046,1638.0,B,False
164,1361,2017-02-01,62,1,40.0,252.36256611880557,8299.79317368292,9906.999772679475,480.0,A,False
165,1367,2017-02-01,62,2,41.0,402.87203055739855,13249.803964641576,25952.99922937424,820.0,B,False
166,1372,2017-02-01,62,1,31.0,282.6336810556008,9295.360769052453,10798.872410542162,434.0,C,False
167,1382,2017-02-01,62,0,70.0,70.0,2302.1858237259,6945.929911865705,210.0,A,False
168,1387,2017-02-01,62,4,52.0,467.1564876063034,15364.014903268797,23364.99962725265,1196.0,C,False
169,1390,2017-02-01,62,1,52.0,543.5770442126382,17877.362361273747,27496.996689393043,1404.0,A,False
170,1391,2017-02-01,62,0,31.0,114.17331095750214,3754.97397048872,8547.168034682569,155.0,B,False
171,1399,2017-02-01,62,2,56.0,781.741323722881,25710.197047079087,54129.99909086175,2184.0,B,False
172,1408,2017-02-01,62,1,91.0,1289.2108145190116,42400.04087113984,119270.99291313595,5824.0,B,False
173,1419,2017-02-01,62,1,43.0,487.2042970532971,16023.354656206326,35834.277522218035,1032.0,A,False
174,1445,2017-02-01,62,1,1.0,1.125081200773647,37.00208558516576,1354.0685807243747,0.0,B,False
175,1452,2017-02-01,62,0,46.0,236.07147756959972,7764.005843525133,23294.912051348856,506.0,B,False
176,1455,2017-02-01,62,1,48.0,352.1015327004649,11580.045101359594,23154.999511417158,816.0,B,False
177,1458,2017-02-01,62,1,49.0,401.4444650202495,13202.85366261209,17738.635399269246,980.0,C,False
178,1462,2017-02-01,62,1,43.0,460.5186638623365,15145.7077072152,22330.85899447796,989.0,A,False
179,1469,2017-02-01,62,0,29.0,140.97328835027554,4636.381513771827,4175.999924102111,203.0,A,False
180,1470,2017-02-01,62,0,67.0,1020.3875811306469,33558.88319978482,65433.998940207355,3417.0,B,False
181,1500,2017-02-01,62,0,14.0,212.87552924929568,7001.128937941096,4984.481794965171,140.0,B,False
182,1503,2017-02-01,62,2,33.0,461.04335685298116,15162.964003856208,18360.99857114771,759.0,B,False
183,1506,2017-02-01,62,2,98.0,534.3930402438991,17575.315450675556,54887.89778496689,2548.0,C,False
184,1508,2017-02-01,62,0,56.0,652.9804611040198,21475.46229605251,41661.99922095831,1792.0,B,False
185,1515,2017-02-01,62,0,28.0,132.87882249203406,4370.167734493587,5858.896316925531,168.0,C,False
186,1524,2017-02-01,62,2,52.0,391.44144346286697,12873.870599414511,28809.999408033036,988.0,C,False
187,1532,2017-02-01,62,0,75.0,681.8294666747339,22424.259033959483,38451.99943734522,2550.0,B,False
188,1533,2017-02-01,62,0,64.0,863.6088636355913,28402.686901512745,54238.999045952696,2752.0,B,False
189,1534,2017-02-01,62,0,42.0,498.5584171495558,16396.773146584732,27369.32546364824,1008.0,C,False
190,1540,2017-02-01,62,1,68.0,790.9430726072302,26012.827559008154,66105.99884545298,2652.0,B,False
191,1545,2017-02-01,62,2,56.0,538.6839247769626,17716.435644150748,28299.891420808133,1456.0,C,False
192,1559,2017-02-01,62,1,69.0,720.9584489754742,23711.147438953565,38680.32366255736,2484.0,B,False
193,1560,2017-02-01,62,2,55.0,742.5346357029182,24420.75302772477,63118.99866078275,2035.0,B,False
194,1578,2017-02-01,62,2,59.0,847.5634473980883,27874.979332973307,55150.970676792545,2478.0,B,False
195,1581,2017-02-01,62,2,48.0,146.4275355803528,4815.762808802971,5538.734952856006,336.0,B,False
196,1586,2017-02-01,62,2,57.0,698.9797339646308,22988.30335150105,38127.99942426954,1938.0,C,False
197,1588,2017-02-01,62,0,64.0,571.7472676030251,18803.835060424324,35090.94334186752,1792.0,C,False
198,1612,2017-02-01,62,1,46.0,536.1140123645181,17631.915416662934,32419.940819812782,1196.0,B,False
199,1637,2017-02-01,62,0,30.0,455.7727512610217,14989.622382766787,19686.999655186795,660.0,B,False
200,1640,2017-02-01,62,1,55.0,831.2354123147309,27337.976891570386,40986.51431812913,2255.0,B,False
201,1644,2017-02-01,62,0,21.0,307.02352777193533,10097.503045526635,16530.99954874682,315.0,B,False
202,1657,2017-02-01,62,0,43.0,545.1067365931806,17927.671448604407,42147.99914015829,1161.0,B,False
203,1662,2017-02-01,62,1,46.0,303.884131060541,9994.253408326298,10617.99981114543,690.0,C,False
204,1669,2017-02-01,62,0,34.0,299.04896240458214,9835.232597825263,13845.99525619256,476.0,C,False
205,1670,2017-02-01,62,1,61.0,683.1619794339117,22468.08320516109,41305.753042724085,2074.0,B,False
206,1674,2017-02-01,62,0,45.0,516.8345649527524,16997.845837796707,25674.99784237568,1125.0,B,False
207,1681,2017-02-01,62,2,54.0,398.3855041315174,13102.249428421077,31163.9861236141,1026.0,B,False
208,1684,2017-02-01,62,0,53.0,459.98159617343225,15128.044426932676,27417.68515907933,1166.0,B,False
209,1699,2017-02-01,62,2,55.0,515.8826179783648,16966.53785451994,25106.965858675278,1375.0,B,False
210,1711,2017-02-01,62,1,79.0,683.7273112764673,22486.676047355835,46605.99858225994,2686.0,C,False
211,1721,2017-02-01,62,2,53.0,733.5088636850702,24123.910107900887,47770.99881162567,1908.0,B,False
212,1724,2017-02-01,62,0,49.0,440.6932377341434,14493.681778905897,35077.99835067134,1078.0,B,False
213,1729,2017-02-01,62,0,18.0,176.81540675058426,5815.170326250341,5381.999833264914,144.0,A,False
214,1740,2017-02-01,62,2,70.0,840.5077996664188,27642.930587472543,53586.043656808564,2940.0,B,False
215,1759,2017-02-01,62,1,41.0,608.6949398018511,20018.983734078734,24203.999615129203,1230.0,A,False
216,1762,2017-02-01,62,1,54.0,817.1919273094297,26876.109575928793,51266.99915696394,2160.0,A,False
217,1766,2017-02-01,62,0,39.0,335.86673579691626,11046.109111610756,19540.999586151127,624.0,A,False
218,1772,2017-02-01,62,0,47.0,547.267693334019,17998.74179109645,21522.117900282705,1269.0,A,False
219,1780,2017-02-01,62,0,53.0,305.6893755792758,10053.624956031872,19503.80456197953,795.0,B,False
220,1783,2017-02-01,62,0,79.0,797.6200092685237,26232.421115115947,70283.99871601694,3081.0,B,False
221,1784,2017-02-01,62,3,81.0,105.89048044071028,3482.565184830399,24058.9976567813,405.0,B,False
222,1785,2017-02-01,62,0,25.0,216.1172440223011,7107.743649297892,7224.607886378617,250.0,C,False
223,1790,2017-02-01,62,2,23.0,306.29434581851297,10073.5214404397,6092.999780268933,345.0,A,False
224,1798,2017-02-01,62,0,64.0,951.1062997331712,31280.33485860148,66550.99887194549,3008.0,A,False
225,1807,2017-02-01,62,0,76.0,640.102938268916,21051.9415743999,43381.41824698112,2432.0,C,False
226,1810,2017-02-01,62,0,85.0,85.0,2795.5113573814497,8806.942446248791,340.0,B,False
227,1816,2017-02-01,62,2,72.0,122.50880581303332,4029.1148003479207,11906.999722729799,432.0,B,False
228,1830,2017-02-01,62,1,2.0,24.949418961558603,820.5456949071197,1037.3888843378356,2.0,A,False
229,1833,2017-02-01,62,0,45.0,430.9479386786254,14173.17478842614,45032.987997526936,945.0,C,True
230,1835,2017-02-01,62,0,60.0,253.090389981234,8323.730113372236,17415.349067717496,720.0,C,False
231,1848,2017-02-01,62,0,44.0,489.35491671113016,16094.085028899033,23270.99804666653,1056.0,C,False
232,1851,2017-02-01,62,1,74.0,74.0,2433.73929936738,6422.298362466094,222.0,A,False
233,1861,2017-02-01,62,0,71.0,976.097603771648,32102.25808537012,91673.32176310723,3408.0,C,False
234,1869,2017-02-01,62,0,34.0,236.55600370589974,7779.941117842484,10097.999577602397,374.0,A,False
235,1885,2017-02-01,62,0,47.0,641.3501757767251,21092.961181675582,27561.993474751802,1504.0,B,False
236,1892,2017-02-01,62,1,70.0,195.1702210339633,6418.830229683437,15565.41741158833,630.0,C,False
237,1935,2017-02-01,62,0,66.0,713.7067196543013,23472.649889800683,47659.989327033036,2310.0,B,False
238,1939,2017-02-01,62,1,74.0,839.2323091423461,27600.98178457516,53681.96736840659,3034.0,C,False
239,1942,2017-02-01,62,1,57.0,448.96799742176484,14765.825128157048,32306.697022617416,1254.0,A,False
240,1966,2017-02-01,62,2,63.0,936.0027373924735,30783.60332847984,62349.98732657973,2898.0,C,False
241,1975,2017-02-01,62,0,71.0,679.2531593072296,22339.528486830488,53327.24584366856,2343.0,C,False
242,1981,2017-02-01,62,0,58.0,559.2396677884103,18392.480503538,47193.933120154354,1566.0,B,False
243,1985,2017-02-01,62,2,72.0,193.69611961410249,6370.349438375754,15590.999216559832,648.0,B,False
244,1990,2017-02-01,62,0,62.0,216.7478541954497,7128.483389311037,19028.42052046793,620.0,B,False
245,2005,2017-02-01,62,1,67.0,967.5382383154623,31820.754516608416,67419.60659083667,3216.0,B,False
246,2007,2017-02-01,62,0,76.0,82.69053323111805,2719.55676230022,9169.8782492568,304.0,B,False
247,2015,2017-02-01,62,0,69.0,624.1248589209413,20526.448606324542,40727.99577832616,2139.0,A,False
248,2027,2017-02-01,62,4,39.0,568.252754287515,18688.90621734163,24425.999527704218,1092.0,B,False
249,2039,2017-02-01,62,0,56.0,345.5185872109812,11363.542761584597,26955.99929946713,952.0,C,False
250,2049,2017-02-01,62,2,70.0,699.2421871641553,22996.93500914872,43767.99854047497,2380.0,C,False
251,2055,2017-02-01,62,3,53.0,329.66337399225176,10842.090660094449,13440.999587571916,848.0,C,False
252,2059,2017-02-01,62,4,71.0,817.312488694297,26880.074643230648,59606.97730213464,2840.0,B,False
253,2072,2017-02-01,62,1,55.0,210.7257852416273,6930.427363954041,9742.363228002749,550.0,B,False
254,2085,2017-02-01,62,0,42.0,465.1201237187109,15297.042216497895,17560.99972308049,966.0,C,False
255,2087,2017-02-01,62,0,40.0,127.88783026110308,4206.022140773938,4985.475407288995,240.0,A,False
256,2093,2017-02-01,62,0,46.0,335.14347119639126,11022.322118608878,19144.521534338997,736.0,C,False
257,2094,2017-02-01,62,1,62.0,804.4298214600442,26456.384730681006,44677.97468103325,2480.0,A,False
258,2096,2017-02-01,62,0,44.0,565.0568682745189,18583.798739150727,32242.410186106088,1232.0,C,False
259,2098,2017-02-01,62,0,39.0,472.2080049288211,15530.15106852888,21984.999630025377,897.0,C,False
260,2099,2017-02-01,62,1,74.0,889.2751014897489,29246.807600601584,89860.99816450829,3256.0,B,False
261,2100,2017-02-01,62,2,39.0,362.0396506219432,11906.893589835936,11594.970409750305,702.0,C,False
262,2102,2017-02-01,62,0,39.0,593.5104315740817,19519.590025761318,28682.999362298415,1131.0,B,False
263,2106,2017-02-01,62,0,41.0,73.88213275233878,2429.8628378438475,3208.907316215559,123.0,A,False
264,2116,2017-02-01,62,0,20.0,72.83412815284294,2395.395675955864,3079.960481917977,60.0,A,False
265,2118,2017-02-01,62,3,52.0,509.11850884069656,16744.077337850296,31669.999095623258,1300.0,B,False
266,2125,2017-02-01,62,0,45.0,671.7410847216418,22092.468606577466,29465.99949826442,1485.0,B,False
